C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_21_661.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_21_661.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_21_661.jpg,0,0,0,4.481532E-06
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_21_733.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_21_733.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_21_733.jpg,0,0,0,8.830345E-07
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_21_803.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_21_803.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_21_803.jpg,0,0,0,8.319645E-06
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_21_878.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_21_878.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_21_878.jpg,0,0.1112412,0,0.0611051
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_21_947.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_21_947.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_21_947.jpg,0,0.3238737,0,0.275295
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_020.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_020.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_020.jpg,0,0.2169891,0,0.4503004
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_091.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_091.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_091.jpg,0,0.003756329,0,0.5568184
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_160.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_160.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_160.jpg,0,0,0,0.546754
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_232.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_232.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_232.jpg,0,0,0,0.5420632
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_304.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_304.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_304.jpg,0,0,0,0.5385699
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_377.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_377.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_377.jpg,0,0,0,0.5341768
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_449.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_449.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_449.jpg,0,0.1076598,0,0.5906491
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_522.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_522.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_522.jpg,0,0.3282537,0,0.7502227
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_593.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_593.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_593.jpg,0,0.1115664,0,0.880138
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_663.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_663.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_663.jpg,0,0,0,0.9408733
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_735.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_735.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_735.jpg,0,0,0,0.9333827
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_807.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_807.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_807.jpg,0,0,0,0.9258899
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_882.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_882.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_882.jpg,-0.15,0,0,0.9194792
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_22_952.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_22_952.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_22_952.jpg,-0.35,0,0,0.9092629
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_024.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_024.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_024.jpg,0,0,0,0.899388
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_096.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_096.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_096.jpg,0,0,0,0.8921157
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_166.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_166.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_166.jpg,0,0,0,0.8849544
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_237.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_237.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_237.jpg,0,0,0,0.8796214
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_309.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_309.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_309.jpg,0,0,0,0.8725606
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_383.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_383.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_383.jpg,0,0,0,0.8673024
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_455.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_455.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_455.jpg,0,0,0,0.8603406
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_527.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_527.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_527.jpg,0,0,0,0.8534348
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_614.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_614.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_614.jpg,0,0.0658746,0,0.8846347
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_690.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_690.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_690.jpg,0,0.2876958,0,1.051632
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_760.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_760.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_760.jpg,0,0.4963248,0,1.320938
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_831.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_831.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_831.jpg,0,0.3959037,0,1.819455
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_903.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_903.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_903.jpg,0,0.2277006,0,2.026807
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_23_977.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_23_977.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_23_977.jpg,0,0,0,2.050757
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_048.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_048.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_048.jpg,0,0.2134836,0,2.138451
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_118.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_118.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_118.jpg,0,0.1079568,0,2.225152
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_191.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_191.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_191.jpg,0,0,0,2.263386
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_261.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_261.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_261.jpg,0,0,0,2.249733
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_332.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_332.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_332.jpg,0,0,0,2.231662
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_401.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_401.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_401.jpg,0,0,0,2.218203
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_474.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_474.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_474.jpg,0,0,0,2.200385
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_545.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_545.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_545.jpg,0,0,0,2.187115
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_616.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_616.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_616.jpg,-0.2,0,0,2.166341
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_689.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_689.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_689.jpg,-0.4,0,0,2.140868
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_761.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_761.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_761.jpg,0,0,0,2.116121
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_832.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_832.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_832.jpg,0,0,0,2.098703
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_905.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_905.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_905.jpg,-0.05,0,0,2.085823
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_24_973.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_24_973.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_24_973.jpg,-0.25,0,0,2.064707
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_046.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_046.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_046.jpg,0,0,0,2.036315
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_118.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_118.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_118.jpg,0,0,0,2.022634
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_190.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_190.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_190.jpg,0,0,0,2.00637
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_262.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_262.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_262.jpg,-0.1,0,0,1.993466
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_334.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_334.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_334.jpg,-0.3,0,0,1.972139
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_404.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_404.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_404.jpg,-0.45,0,0,1.953628
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_477.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_477.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_477.jpg,0,0,0,1.915217
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_549.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_549.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_549.jpg,0,0,0,1.896823
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_620.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_620.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_620.jpg,-0.15,0,0,1.883883
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_691.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_691.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_691.jpg,-0.35,0,0,1.862785
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_763.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_763.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_763.jpg,0,0,0,1.843196
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_834.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_834.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_834.jpg,0,0,0,1.828146
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_905.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_905.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_905.jpg,0,0.1575531,0,1.879264
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_25_975.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_25_975.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_25_975.jpg,0,0.4229733,0,2.19685
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_044.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_044.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_044.jpg,0,0.2652447,0,2.421246
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_117.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_117.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_117.jpg,0,0.106851,0,2.500901
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_186.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_186.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_186.jpg,0,0.3171474,0,2.710212
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_255.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_255.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_255.jpg,0,0.2209632,0,2.882055
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_328.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_328.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_328.jpg,0,0.0007779077,0,2.943026
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_399.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_399.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_399.jpg,0,0,0,2.949315
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_471.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_471.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_471.jpg,0,0,0,2.925622
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_540.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_540.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_540.jpg,0,0,0,2.907976
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_610.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_610.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_610.jpg,0,0,0,2.884614
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_680.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_680.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_680.jpg,0,0,0,2.867216
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_754.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_754.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_754.jpg,-0.15,0,0,2.841798
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_825.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_825.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_825.jpg,-0.3,0,0,2.818239
C:\Users\nvasoya\Desktop\SIQ_32\IMG\center_2019_12_12_09_47_26_896.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\left_2019_12_12_09_47_26_896.jpg,C:\Users\nvasoya\Desktop\SIQ_32\IMG\right_2019_12_12_09_47_26_896.jpg,0,0,0,2.791053
